county,precinct,office,district,party,candidate,votes,election_day
Pickens,Stone Church,Governor,,DEM,Phil Noble,3,3
Pickens,University,Governor,,DEM,Phil Noble,12,12
Pickens,Morrison,Governor,,DEM,Phil Noble,15,15
Pickens,Abel,Governor,,DEM,Phil Noble,10,10
Pickens,Calhoun,Governor,,DEM,Phil Noble,3,3
Pickens,Clemson,Governor,,DEM,Phil Noble,28,28
Pickens,Issaqueena,Governor,,DEM,Phil Noble,3,3
Pickens,West Central,Governor,,DEM,Phil Noble,7,7
Pickens,North Central,Governor,,DEM,Phil Noble,8,8
Pickens,Pike,Governor,,DEM,Phil Noble,5,5
Pickens,Lawrence Chapel,Governor,,DEM,Phil Noble,5,5
Pickens,Norris,Governor,,DEM,Phil Noble,3,3
Pickens,Six Mile,Governor,,DEM,Phil Noble,6,6
Pickens,Six Mile Mountain,Governor,,DEM,Phil Noble,3,3
Pickens,Praters Creek,Governor,,DEM,Phil Noble,0,0
Pickens,Mountain View,Governor,,DEM,Phil Noble,2,2
Pickens,Albert R. Lewis,Governor,,DEM,Phil Noble,1,1
Pickens,Holly Springs,Governor,,DEM,Phil Noble,3,3
Pickens,Pumpkintown,Governor,,DEM,Phil Noble,6,6
Pickens,Griffin,Governor,,DEM,Phil Noble,5,5
Pickens,North Pickens,Governor,,DEM,Phil Noble,4,4
Pickens,West Pickens,Governor,,DEM,Phil Noble,7,7
Pickens,South Pickens,Governor,,DEM,Phil Noble,5,5
Pickens,East Pickens,Governor,,DEM,Phil Noble,0,0
Pickens,Glassy Mountain,Governor,,DEM,Phil Noble,2,2
Pickens,Cedar Rock,Governor,,DEM,Phil Noble,4,4
Pickens,Skelton,Governor,,DEM,Phil Noble,1,1
Pickens,Rices Creek,Governor,,DEM,Phil Noble,4,4
Pickens,West Liberty,Governor,,DEM,Phil Noble,2,2
Pickens,East Liberty,Governor,,DEM,Phil Noble,3,3
Pickens,Flat Rock,Governor,,DEM,Phil Noble,4,4
Pickens,Zion,Governor,,DEM,Phil Noble,2,2
Pickens,Smith Grove,Governor,,DEM,Phil Noble,2,2
Pickens,Arial Mill,Governor,,DEM,Phil Noble,3,3
Pickens,Simpson,Governor,,DEM,Phil Noble,5,5
Pickens,Woodside,Governor,,DEM,Phil Noble,6,6
Pickens,Brushy Creek,Governor,,DEM,Phil Noble,9,9
Pickens,Pickensville,Governor,,DEM,Phil Noble,5,5
Pickens,Easley,Governor,,DEM,Phil Noble,3,3
Pickens,Forest Acres,Governor,,DEM,Phil Noble,4,4
Pickens,Crestview,Governor,,DEM,Phil Noble,4,4
Pickens,Sitton,Governor,,DEM,Phil Noble,14,14
Pickens,Rock Springs,Governor,,DEM,Phil Noble,4,4
Pickens,Saluda,Governor,,DEM,Phil Noble,3,3
Pickens,Crosswell,Governor,,DEM,Phil Noble,5,5
Pickens,Georges Creek,Governor,,DEM,Phil Noble,4,4
Pickens,McKissick,Governor,,DEM,Phil Noble,5,5
Pickens,Vinland,Governor,,DEM,Phil Noble,1,1
Pickens,Crossroads,Governor,,DEM,Phil Noble,8,8
Pickens,Dacusville,Governor,,DEM,Phil Noble,13,13
Pickens,Nine Forks,Governor,,DEM,Phil Noble,4,4
Pickens,South Central,Governor,,DEM,Phil Noble,10,10
Pickens,Crescent Hill,Governor,,DEM,Phil Noble,2,2
Pickens,North Liberty,Governor,,DEM,Phil Noble,4,4
Pickens,Pendleton,Governor,,DEM,Phil Noble,5,5
Pickens,Fruit Mountain,Governor,,DEM,Phil Noble,2,2
Pickens,Pope Field,Governor,,DEM,Phil Noble,1,1
Pickens,Sheffield,Governor,,DEM,Phil Noble,7,7
Pickens,Tri County,Governor,,DEM,Phil Noble,1,1
Pickens,McAllister,Governor,,DEM,Phil Noble,6,6
Pickens,Lenhart,Governor,,DEM,Phil Noble,8,8
Pickens,Absentee,Governor,,DEM,Phil Noble,17,17
Pickens,Emergency,Governor,,DEM,Phil Noble,0,0
Pickens,Failsafe,Governor,,DEM,Phil Noble,1,1
Pickens,Provisional,Governor,,DEM,Phil Noble,0,0
Pickens,Failsafe Provisional,Governor,,DEM,Phil Noble,0,0
Pickens,Stone Church,Governor,,DEM,James Smith,91,91
Pickens,University,Governor,,DEM,James Smith,46,46
Pickens,Morrison,Governor,,DEM,James Smith,59,59
Pickens,Abel,Governor,,DEM,James Smith,43,43
Pickens,Calhoun,Governor,,DEM,James Smith,46,46
Pickens,Clemson,Governor,,DEM,James Smith,116,116
Pickens,Issaqueena,Governor,,DEM,James Smith,38,38
Pickens,West Central,Governor,,DEM,James Smith,20,20
Pickens,North Central,Governor,,DEM,James Smith,26,26
Pickens,Pike,Governor,,DEM,James Smith,42,42
Pickens,Lawrence Chapel,Governor,,DEM,James Smith,44,44
Pickens,Norris,Governor,,DEM,James Smith,13,13
Pickens,Six Mile,Governor,,DEM,James Smith,23,23
Pickens,Six Mile Mountain,Governor,,DEM,James Smith,31,31
Pickens,Praters Creek,Governor,,DEM,James Smith,7,7
Pickens,Mountain View,Governor,,DEM,James Smith,11,11
Pickens,Albert R. Lewis,Governor,,DEM,James Smith,11,11
