county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
Lee,ASHLAND/STOKES BRIDGE,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Lee,ASHWOOD,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Lee,BISHOPVILLE 1,Straight Party,,CON,Constitution,4,3,1,0,0,0,0
Lee,BISHOPVILLE 2,Straight Party,,CON,Constitution,8,8,0,0,0,0,0
Lee,BISHOPVILLE 3,Straight Party,,CON,Constitution,13,13,0,0,0,0,0
Lee,BISHOPVILLE 4,Straight Party,,CON,Constitution,8,8,0,0,0,0,0
Lee,CEDAR CREEK,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
Lee,CYPRESS,Straight Party,,CON,Constitution,5,5,0,0,0,0,0
Lee,ELLIOTT,Straight Party,,CON,Constitution,4,4,0,0,0,0,0
Lee,HICKORY HILL,Straight Party,,CON,Constitution,3,3,0,0,0,0,0
Lee,IONIA,Straight Party,,CON,Constitution,4,4,0,0,0,0,0
Lee,LYNCHBURG,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Lee,MANVILLE,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Lee,MT. CLIO,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Lee,RATTLESNAKE SPRINGS,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
Lee,SCHROCKS MILL/LUCKNOW,Straight Party,,CON,Constitution,5,5,0,0,0,0,0
Lee,SOUTH LYNCHBURG,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
Lee,SPRING HILL,Straight Party,,CON,Constitution,4,4,0,0,0,0,0
Lee,ST. CHARLES,Straight Party,,CON,Constitution,8,8,0,0,0,0,0
Lee,ST. MATTHEWS,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
Lee,TURKEY CREEK,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
Lee,WOODROW,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
