county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Berkeley,ALVIN,STRAIGHT PARTY 1,,UNC,United Citizens,6,0,0,0,2,0,4
Berkeley,BETHERA,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Berkeley,BONNEAU,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,1,0,0,0,2
Berkeley,BONNEAU BEACH,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,1,0,2
Berkeley,CENTRAL,STRAIGHT PARTY 1,,UNC,United Citizens,11,0,0,0,3,0,8
Berkeley,CAINHOY,STRAIGHT PARTY 1,,UNC,United Citizens,13,0,0,0,1,0,12
Berkeley,CARNES CROSS ROADS 1,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,0,0,3,0,6
Berkeley,CARNES CROSS ROADS 2,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,0,0,3
Berkeley,CORDESVILLE,STRAIGHT PARTY 1,,UNC,United Citizens,6,0,0,0,2,0,4
Berkeley,CROSS,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,0,0,7
Berkeley,DANIEL ISLAND 1,STRAIGHT PARTY 1,,UNC,United Citizens,8,0,2,0,0,0,6
Berkeley,DANIEL ISLAND 2,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,1,0,2
Berkeley,DEVON FOREST 1,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,0,0,4,0,5
Berkeley,DEVON FOREST 2,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,0,0,1,0,8
Berkeley,EADYTOWN,STRAIGHT PARTY 1,,UNC,United Citizens,13,0,0,0,2,0,11
Berkeley,HANAHAN 1,STRAIGHT PARTY 1,,UNC,United Citizens,8,0,0,0,2,0,6
Berkeley,HANAHAN 2,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
Berkeley,HANAHAN 3,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,2,0,5
Berkeley,HANAHAN 4,STRAIGHT PARTY 1,,UNC,United Citizens,5,0,0,0,1,0,4
Berkeley,HILTON CROSS RD,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,1,0,2,0,6
Berkeley,HUGER,STRAIGHT PARTY 1,,UNC,United Citizens,10,0,0,0,2,0,8
Berkeley,JAMESTOWN,STRAIGHT PARTY 1,,UNC,United Citizens,5,0,0,0,1,0,4
Berkeley,LEBANON,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
Berkeley,MACEDONIA,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,0,0,3
Berkeley,MCBETH,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,0,0,4,0,5
Berkeley,MONCKS CORNER 1,STRAIGHT PARTY 1,,UNC,United Citizens,8,0,0,0,3,0,5
Berkeley,MONCKS CORNER 2,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,6,0,1
Berkeley,MONCKS CORNER 3,STRAIGHT PARTY 1,,UNC,United Citizens,11,0,0,0,4,0,7
Berkeley,MONCKS CORNER 4,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,4,0,3
